"ဖောင်ကြီးတာဆုံ",96.179202,17.32229,"45"
"ဖော့ကန်ဈေး",96.097559,16.906481,"21,39,40"
"ဖြိုးစံပယ်",96.170794,16.887715,"2,10,27,28"
"ဗညားဒလ",96.18502,16.894943,"2,10,27,28"
"ဗထူးဈေး",96.186908,16.895887,"2,10,27,28"
"ဗန်ဒါပင်",96.160738,16.810236,"12,20,29,59"
"ဗဟန်းသုံးလမ်း",96.157061,16.798112,"8,12,28,29,36,61"
"ဗဟိုစည်/မော်တင်",96.140015,16.780018,"56"
"ဗဟိုဈေး",96.172768,16.840362,"12,29,38"
"ဗဟိုရုံး",96.16701,16.769017,"34,57,58"
"ဗဟိုဝန်ထမ်းတက္ကသိုလ်",96.18727,17.331385,"45"
